Customer Name,Address Line1,Address Line2,Address Line3,Address Line4,Postcode,Telephone,Mobile,Email,Web,VAT No,Company No,Contact Salutation,Contact First Name,Contact Last Name,Contact Position,Contact Email,Contact Phone,Contact Mobile,Industry
Publicis Blueprint,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7462 7777,020 7462 7913,,,,,,,,,,,,,
Publicity Bureau Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01302 730303,,,www.tp-bureau.co.uk,,,,,,,,,,,
Publishing Consultancy,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7240 9400,,,,,,,,,,,,,,
Publishing NTO,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7405 0836,,,,,,,,,,,,,,
Purchasepoint,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0181 254 1500,,,,,,,,,,,,,,
Putney Bridge Restaurant & Bar,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
pw search /selection TM,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Pyramid,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01420 593 300,01420 593 311,,,,,,,,,,,,,
Q Data,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Q-Park,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
QinetiQ,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
QS Network,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,www.qsnetwork.com,,,,,,,,,,,
Quadranet plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,020 7531 2991,,http://www.quadranet.co.uk,,,,,,,,,,,
Quaker Oats,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8843 2638,,,,,,,,,,,,,,
Qualification & Curriculum Authority,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,7509 5976,,,,,,,,,,,,,,
Qualifications & Curriculum Authority,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7509 5890,,,,,,,,,,,,,,
Quality South East,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Quantum New Media Services,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7287 8768 ,,,www.quantum-media.co.uk,,,,,,,,,,,
Quantum Publishing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0181 565 4200,,,,,,,,,,,,,,
Quantum Publishing Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0181 565 4200,,,,,,,,,,,,,,
Quark Systems Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0870 351 8674,,,www.quark.com,,,,,,,,,,,
Quasar International Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7915 9730,020 7915 9781,,http://www.quasar.uk.net,,,,,,,,,,,
Quay West Communications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Quest Media,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7378 1188,0171 378 1199,,,,,,,,,,,,,
Question Mark,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, (0)20 7263 7575,, info@questionmark.co.uk,,,,,,,,,,,,
Question mark computing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
QV Foods LTD,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01406 490000,,,www.qvfoods.ltd.uk,,,,,,,,,,,
R I M,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
RAC,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
RAC Warranty,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Radical Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,08700 55 55 66,08700 55 55 67,,http://www.radicalglobal.com,,,,,,,,,,,
Radisson S A S Hotel,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0113 236 6000,,,,,,,,,,,,,,
Raglan Housing Association Limited,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01202 678 731,01202 665091,,,,,,,,,,,,,
Rainbow,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01708 855 770,01708 850 512,,,,,,,,,,,,,
Rainbow Cleaning Services,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,0171 735 4450,,,,,,,,,,,,,
Ramada Renaissance Hotel,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0161 835 2555,0161 833 0731,,,,,,,,,,,,,
Rand,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,024 7623 7025,,,www.rand-uk.com,,,,,,,,,,,
Rand,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0247 6237025,,,www.rand-uk.com,,,,,,,,,,,
Rand Worldwide,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Random House Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,  020 7840 8400,,,,,,,,,,,,,,
Randstad Recruitment,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,www.uk.randstad.com,,,,,,,,,,,
Rapier,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 369 8000 ,,,www.rapier.ltd.uk,,,,,,,,,,,
Rapture TV,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7836 4600,,,,,,,,,,,,,,
Rathbone Investment Management Limited,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Rayner Intraocular Lenses Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01273 205 401,,,,,,,,,,,,,,
RCI,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,www.rci.com,,,,,,,,,,,
Read Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,readgroup.co.uk,,,,,,,,,,,
Read Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,www.readgroup.co.uk,,,,,,,,,,,
Readers Digest,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 715 8000,,,,,,,,,,,,,,
Real Media UK Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7563 3800,,,http://www.uk.realmedia.com,,,,,,,,,,,
Realinvest Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 73767919,(0)20 73767899,,www.realinvest.co.uk,,,,,,,,,,,
Realise,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,44(0)20 7743 7150,(0)20 7743 7151,,,,,,,,,,,,,
Reality Computing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01483 202 051,,,,,,,,,,,,,,
Rebecca Garrett Media,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,http://www.rgm.uk.com,,,,,,,,,,,
Reckitt Benckiser,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01753 217 800,,,,,,,,,,,,,,
Red Apple Publishing Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 	0845 2260801, 	0845 2260802,,www.redapplepublishing.co.uk,,,,,,,,,,,
Red Consultancy Ltd. Bp,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Red Hot Publishing Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7367 4137,020 7367 6184,,www.rwdmag.com,,,,,,,,,,,
Red Kangaroo Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Red Letter Days,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02083750156,,,,,,,,,,,,,,
RED LORRY YELLOW LORRY,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Red Mill Snack Foods Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0121 505 1500,,,www.snacks.co.uk,,,,,,,,,,,
Red Sheriff,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Red Training,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01636 626 917,,,www.red-training.co.uk,,,,,,,,,,,
Red Training,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01636 626917,,,,,,,,,,,,,,
Redactive Media Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7880 6200,020 7880 7690,,www.redactive.co.uk,,,,,,,,,,,
Redbrick Network Solutions,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Redbrick Network Solutions,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7375 0909,,,www.redbrickns.com,,,,,,,,,,,
Redbridge Holdings,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0)1733 325888,0)1733 577119,,www.redbridge-holdings.com,,,,,,,,,,,
Redman Media,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01923 261 663,,,http://redman.co.uk,,,,,,,,,,,
Redstone,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7972 0800,,,,,,,,,,,,,,
Redstone Communications Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7972 0800,,,www.redstone.co.uk,,,,,,,,,,,
Redwood,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Redwood Publishing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7747 0700,,,,,,,,,,,,,,
Reed Business Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01342 326 972,01342 336 032,,,,,,,,,,,,,
Reed Business Information,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8652 3982,0208 652 8190,,www.rbi.co.uk,,,,,,,,,,,
Reed Business Information,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,8652 3980,,,,,,,,,,,,,,
Reed Elsevier,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,7222 8420,,,,,,,,,,,,,,
Reed Exhibitions,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0208 910 7910,020 940 2171,,www.reedexpo.co.uk,,,,,,,,,,,
Reed Training,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Reflexite Ireland,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,++353 (0)51 358132 Phone,,,www.reflexite-europe.com,,,,,,,,,,,
Rencol Tolerance Rings,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0117 938 1700,,,,,,,,,,,,,,
Rensburg Investment Management,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01132 454488,01132 451188,,,,,,,,,,,,,
Rentokil Hygiene,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Rentokil Initial UK Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0113 253 7821,0113 252 2512,,,,,,,,,,,,,
Representative Office in Ukraine,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Research House,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7935 4979,,,,,,,,,,,,,,
Research in Motion Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01784 477 465,,,,,,,,,,,,,,
Resort Properties World,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Resource Dynamics International,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01280 844 966,,,,,,,,,,,,,,
Resource Techniques Ltd.,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8 457 4777,,,,,,,,,,,,,,
Retail Human Resources plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0161 972 4100,0161 972 4133,,,,,,,,,,,,,
Retail Personnel Services,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Revelation Projects Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,07711709546,,,,,,,,,,,,,,
Rhodia,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01923 48 58 68,,,,,,,,,,,,,,
Richard Burbidge Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01691 655131,01691 657694,,,,,,,,,,,,,
Richco Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01474 327527,,,www.richco.co.uk,,,,,,,,,,,
Richemont,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7838 8468,,,www.richemont.com,,,,,,,,,,,
Richmond Events,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 8487 2219,,,,,,,,,,,,,,
Ricoh Document Management,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7247 3350,,,http://www.nrggroup.co.uk/,,,,,,,,,,,
Ricoh UK Products Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01952 290090,,,,,,,,,,,,,,
Right Start Magazine,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01352 741 976,0171 378 6883,,,,,,,,,,,,,
RIM (Regional Independent Media),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0113 238 8052,,,,,,,,,,,,,,
Ringway Group Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01403 215 800,,,,,,,,,,,,,,
Ripple Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 0161 624 8201,,,,,,,,,,,,,,
Rippleglen Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0121 322 2575,,,,,,,,,,,,,,
Risk Publications,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0171 484 9700,,,,,,,,,,,,,,
Riskcare,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
River Publishing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 73060304,020 73060314,,,,,,,,,,,,,
Rixonway Kitchens Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01924 431 300,,,www.rixonway.co.uk,,,,,,,,,,,
RMB Maintenance Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0121 442 5732,,,www.rmbmaintenanc.co.uk,,,,,,,,,,,
RMG,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,rmg@rmg.at,www.rmg.at,,,,,,,,,,,
RMI (Retail Motor Industry Federation),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7580 9122,,,,,,,,,,,,,,
ro,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Robert E Lee,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01621 878316,,,www.robert-e-lee.co.uk,,,,,,,,,,,
Robert Half International,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0208 742 6300,,,www.roberthalf.co.uk,,,,,,,,,,,
Robert Horne,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Robert Walters Recruitment,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Robertson Stephens International,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7798 6514,,,,,,,,,,,,,,
Rocket Products,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 533 6766,,,,,,,,,,,,,,
Rockingham Group Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01604 784 433,,,,,,,,,,,,,,
Rockit Promotions Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7630 0003,,,,,,,,,,,,,,
Rockstar Leeds,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Rockwool Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01656 862621,0) 1656 862 302,,www.rockwool.co.uk,,,,,,,,,,,
Rocom Group Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01937 847777,,,www.rocom.co.uk,,,,,,,,,,,
Rodale Press,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0171 291 6000,,,,,,,,,,,,,,
Roger Staton Associates,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01628 487 222,,,,,,,,,,,,,,
Rohm and Haas Scotland Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01324 473 361,,,,,,,,,,,,,,
Romeike,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Romsey Publishing Co. Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7233 9191,,,,,,,,,,,,,,
Rooks Rider Solicitors,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7689 7183,,,,,,,,,,,,,,
Root2Technology,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0870 598 860,,,,,,,,,,,,,,
Rothco Group Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01642 244566,,,www.rothcogroupltd.co.uk,,,,,,,,,,,
Rotherham Borough Council Neighbourhood Dept.,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01709 82 26 65,,,,,,,,,,,,,,
Royal Academy of Music,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7873 7373,,,,,,,,,,,,,,
Royal Agricultural Society of England,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02476 69 69 69,,,http://www.rase.org.uk,,,,,,,,,,,
Royal Auping,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 935 3774,,,,,,,,,,,,,,
Royal Bank of Canada,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7489 1188,,,,,,,,,,,,,,
Royal Bath & West of England Society,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,www.bathandwest.co.uk,,,,,,,,,,,
Royal College of Nursing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0207) 4093333,,,,,,,,,,,,,,
Royal College of Physicians,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7935 1174,020 7487 5218,,http://www.rcplondon.ac.uk,,,,,,,,,,,
Royal Navy (Ex),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,023 9243 6395,,,,,,,,,,,,,,
Royal Parks,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Royal Sun Alliance,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
RPC Containers Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01933 414817,01933 414820,,,,,,,,,,,,,
RSA,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0)20 7930 5115,,,www.rsa.org.uk,,,,,,,,,,,
RSCR Direct Marketing,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0161 236 8907,,,,,,,,,,,,,,
RSe Consulting Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7233 0608,0870 429 9257,,,,,,,,,,,,,
RSM Robson Rhodes,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7251 1644,,,,,,,,,,,,,,
RSPCA,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Rubbermaid europe.tm,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Rubicon Retail,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7580 0515,,,www.rubiconretail.com,,,,,,,,,,,
Ruby Lo,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 4863671,,,,,,,,,,,,,,
Ruder Finn(Uk),Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Rufus Leonard,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 404 4490,,,www.rufusleonard.com,,,,,,,,,,,
Rufus Leonard,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0207 404 4490 ,,,www.rufusleonard.com,,,,,,,,,,,
Rugby Football Union,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0208 831 6677,,,www.rfu.com,,,,,,,,,,,
Ruskin Mill Educational Trust,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01453 837 521,01453 837 621,,www.ruskin-mill.org.uk/,,,,,,,,,,,
Russell Jones/Waler. Tm,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
S A Brain & Co Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,02920 40 20 60,02920 40 33 44,brains@sabrain.com,www.sabrain.com,,,,,,,,,,,
S A Brain & Co Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0845 650 1887,,,http://www.sabrain.com,,,,,,,,,,,
S G I Silicon Graphics,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
S K C Communication Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
S M I Publishing Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
S. Jennings Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01670 519611,,,,,,,,,,,,,,
Saatchi & Saatchi,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 020 7636 5060,,,,,,,,,,,,,,
Sab Wabco D/M Ltd. Tm,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Sabrewatch Ltd. Tm,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Sadlers Sports Centre,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Safeline Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Safety-Kleen Uk Ltd. Tm,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Sage Group plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Sage Publications Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0)20 7324 8500,(0)20 7324 8600,,http://www.sagepub.co.uk/,,,,,,,,,,,
Sainsbury's Supermarkets,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7695 3493,,,,,,,,,,,,,,
Sainsburys,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Sales Associates,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Sales Training Consultancy,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Sand Resources Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,www.sand-uk.com,,,,,,,,,,,
Sandwell Homes,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0121 569 5134,,,,,,,,,,,,,,
Sanofi-Aventis,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01483 505 515,01483 535 432,,www.sanofi-aventis.com,,,,,,,,,,,
Sanyo Air Conditioning,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0845 612 6364,,,,,,,,,,,,,,
SAP,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0870 608 4050,,,,,,,,,,,,,,
Sarnia Media,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Satchwell Control Systems ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01274 657 200,,,,,,,,,,,,,,
Satellite Information Services,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01908 86 5500,,,http://www.sislink.co.uk/,,,,,,,,,,,
Satellite Times2,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Satisfy Recruitment Services Limited,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01925 791520,,,,,,,,,,,,,,
SATO Corporation,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01255 240 000,01255 240 111,,http://www.satouk.com,,,,,,,,,,,
"Sauce Co. Ltd. Tm, The",Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Saudi Chevron,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,www.saudichevron.com,,,,,,,,,,,
Savills Plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
SBA Research,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0208 244 7145,,,,,,,,,,,,,,
SBS Group plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,(0)20 7420 6700,(0)20 7420 6767,,,,,,,,,,,,,
Schering Healthcare Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01444 232323,,,,,,,,,,,,,,
Schindler Ltd. Tm,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Schneider Ltd. Tm,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
School Trends,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP, 0114 251 2501,,,,,,,,,,,,,,
"Sci-Fi Channel, The",Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Science First,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,973.387.5540 ext.702,,,www.science-first.com,,,,,,,,,,,
Scope,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7619 7100.,,,,,,,,,,,,,,
Scope Medical Ltd,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01732 466550,,,www.scopemedical.com,,,,,,,,,,,
Scot-ads,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,01244 344 114,,,,,,,,,,,,,
Scottish Equitable,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,,
Scottish Media Group,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0141 302 7700,,,,,,,,,,,,,,
Screaming Colour,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,020 7684 4345,020 7729 8989,,,,,,,,,,,,,
ScS Upholstery,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0191 5146000,0191 5109048,,,,,,,,,,,,,
Scy Productions,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,07986 541 893,,,,,,,,,,,,,,
sdfsdf,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,,,,,,,,,,,,,,Import,
SectorGuard plc,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,01279 724 777,01279 722 899,,www.sectorguard.co.uk,,,,,,,,,,,
Securitas,Address line 1,Address line 2,Address line 3,Address line 4,LS21 3JP,0113 307 1770,,,www.securitas.co.uk,,,,,,,,,,,
